Price,House Type,Area in sq ft,No. of Bedrooms,Location,Post Code Category
750000,Flat / Apartment,580,1,101 Wood Lane,CENTRAL LONDON
2350000,Flat / Apartment,2168,3, Battersea,CENTRAL LONDON
2150000,Flat / Apartment,1959,3,47 Marsham Street,CENTRAL LONDON
1300000,House,2346,5,Wimbledon,SOUTH WEST LONDON
795000,Flat / Apartment,1082,2, Wimbledon,CENTRAL LONDON
1350000,Flat / Apartment,1888,3,Wimbledon,SOUTH WEST LONDON
550000,Flat / Apartment,469,2, Marylebone,NORTH WEST LONDON
635000,Flat / Apartment,619,2,Eamont Street,NORTH WEST LONDON
670000,Flat / Apartment,669,1,Winchester Road,NORTH WEST LONDON
1000000,Flat / Apartment,1173,2,Shoreditch,CITY OF LONDON
1075000,House,1255,3,Putney,CENTRAL LONDON
799950,Flat / Apartment,905,2,Putney,CENTRAL LONDON
3695000,House,4661,6,Putney,CENTRAL LONDON
850000,Flat / Apartment,791,2,Elgin Avenue,CENTRAL LONDON
1095000,Flat / Apartment,663,2,Marylebone,CENTRAL LONDON
2575000,Flat / Apartment,1374,3,Marylebone,CENTRAL LONDON
1750000,Flat / Apartment,1089,2,Mayfair,CENTRAL LONDON
300000,Flat / Apartment,483,1,Livermere Road,EAST LONDON
1795000,House,1787,4,Kentish Town,NORTH WEST LONDON
2350000,House,2858,5, Fulham,CENTRAL LONDON
1950000,Flat / Apartment,1730,3,Ranelagh Gardens,CENTRAL LONDON
1400000,House,1102,3, Fulham,CENTRAL LONDON
500000,Flat / Apartment,770,2,Ealing,WEST LONDON
870000,Flat / Apartment,635,1,1-3 Coleherne Road,CENTRAL LONDON
550000,Flat / Apartment,848,2,10 Gatton Road,CENTRAL LONDON
450000,Flat / Apartment,640,2, Canary Wharf,EAST LONDON
399995,Flat / Apartment,569,1,2 Rennie Street,SOUTH EAST LONDON
650000,Flat / Apartment,1399,2, Canary Wharf;,EAST LONDON
950000,Flat / Apartment,963,2,Clerkenwell,CITY OF LONDON
885000,Flat / Apartment,747,2,Clerkenwell,CITY OF LONDON
1595000,House,1688,5,Chiswick,WEST LONDON
675000,House,705,2,20-24 Beaumont Road,WEST LONDON
2500000,House,3491,6,Barnes,CENTRAL LONDON
775000,New development,672,1,101 Wood Lane,CENTRAL LONDON
995000,Flat / Apartment,1081,3,22 Bute Gardens,WEST LONDON
570000,Flat / Apartment,640,1,59 Lurline Gardens,CENTRAL LONDON
950000,Flat / Apartment,935,2, Battersea,CENTRAL LONDON
550000,Flat / Apartment,569,2, Shoreditch,EAST LONDON
1200000,Flat / Apartment,1101,2, Fulham,WEST LONDON
1900000,Flat / Apartment,1961,3, Wimbledon,CENTRAL LONDON
600000,Flat / Apartment,721,2,Wandsworth,CENTRAL LONDON
5750000,House,3753,6,St John's Wood,NORTH WEST LONDON
450000,Flat / Apartment,549,1,1A Belsham Street,EAST LONDON
1795000,House,2064,4,1A Frognal,NORTH WEST LONDON
899995,Penthouse,1310,2,20 Western Gateway,EAST LONDON
2125000,House,2128,4,Barnes,CENTRAL LONDON
2000000,Flat / Apartment,1467,3,Bloomsbury,CENTRAL LONDON
450000,Flat / Apartment,677,1,3 Western Gateway,EAST LONDON
375000,Flat / Apartment,502,1,Felstead Street,EAST LONDON
650000,Flat / Apartment,562,1,3 Myddelton Passage,CITY OF LONDON
1395000,House,1835,4,Putney,CENTRAL LONDON
375000,Flat / Apartment,590,1, Newham,EAST LONDON
650000,Flat / Apartment,662,1,Augustas Lane,NORTH LONDON
1250000,Flat / Apartment,1159,2,Chelsea Harbour,CENTRAL LONDON
775000,Flat / Apartment,847,2,South Hackney,EAST LONDON
635000,Flat / Apartment,526,1, St. James's Park,CENTRAL LONDON
699995,Flat / Apartment,919,2, Canary Wharf,EAST LONDON
1100000,Flat / Apartment,1313,4,Hampstead,NORTH WEST LONDON
4500000,Penthouse,2922,3,91 City Road,CITY OF LONDON
2750000,Flat / Apartment,1295,3,Connaught Village,CENTRAL LONDON
715000,Flat / Apartment,789,2,Queen's Park,NORTH WEST LONDON
1977000,New development,1075,2,Shoreditch,CITY OF LONDON
2379000,New development,1372,3,Shoreditch,CITY OF LONDON
2899000,New development,1594,3,Shoreditch,CITY OF LONDON
4750000,House,3546,5,Belsize Park,NORTH WEST LONDON
450000,Flat / Apartment,800,3,Solebay Street,EAST LONDON
1245000,House,1450,4,Putney,CENTRAL LONDON
1195000,House,1262,3,Wandsworth,CENTRAL LONDON
775000,Flat / Apartment,853,2,1 Poole Street,NORTH LONDON
465000,Flat / Apartment,667,1,Putney,CENTRAL LONDON
2400000,Flat / Apartment,1053,2,Fitzrovia,CENTRAL LONDON
1695000,House,1903,4,Putney,CENTRAL LONDON
2500000,House,2475,4,Highgate,NORTH LONDON
850000,New development,819,2,Nine Elms,SOUTH WEST LONDON
599999,New development,735,1, Wandsworth,CENTRAL LONDON
575000,Flat / Apartment,613,1,Wandsworth,CENTRAL LONDON
865000,Flat / Apartment,781,2,Primrose Hill,NORTH WEST LONDON
1500000,Flat / Apartment,1364,3,6 Shad Thames,SOUTH EAST LONDON
420000,Flat / Apartment,554,1,86 Wapping High Street,EAST LONDON
825000,Flat / Apartment,573,1,Hampstead,NORTH WEST LONDON
2150000,Flat / Apartment,802,2,Mayfair,CENTRAL LONDON
999995,Flat / Apartment,763,2,Primrose Hill,NORTH WEST LONDON
695000,Flat / Apartment,463,1,Homer Street,CENTRAL LONDON
850000,Flat / Apartment,822,2,205 Randolph Avenue,CENTRAL LONDON
1250000,Flat / Apartment,1407,2, Shoreditch,EAST LONDON
1375000,Flat / Apartment,641,1,St. James's,CENTRAL LONDON
560000,Flat / Apartment,541,1, Canary Wharf,EAST LONDON
410000,Flat / Apartment,549,1,31 Eltringham Street,CENTRAL LONDON
699999,Flat / Apartment,759,1,Camden,NORTH WEST LONDON
4900000,Penthouse,2122,2,Marylebone,CENTRAL LONDON
950000,New development,898,2,261B City Road,CITY OF LONDON
900000,Flat / Apartment,962,2,Kentish Town,NORTH WEST LONDON
1050000,New development,1184,2,63 Mortlake High Street,CENTRAL LONDON
490000,Flat / Apartment,594,1,Hackney,EAST LONDON
1095000,Flat / Apartment,741,1,Covent Garden,CENTRAL LONDON
625000,Flat / Apartment,648,2,Barnes,CENTRAL LONDON
3350000,Flat / Apartment,2024,4,35 Kensington Court,CENTRAL LONDON
720000,New development,883,2,3 City North Place,NORTH LONDON
715000,New development,883,2,3 City North Place,NORTH LONDON
710000,New development,883,2,3 City North Place,NORTH LONDON
450000,Flat / Apartment,678,2,Wandsworth,CENTRAL LONDON
950000,Flat / Apartment,955,2,142 Offord Road,NORTH LONDON
1200000,Penthouse,1152,3,52 Prince of Wales Road,NORTH WEST LONDON
4950000,House,3908,4,Bloomsbury,CENTRAL LONDON
2100000,House,2290,5,Chiswick,WEST LONDON
1250000,House,1013,3,Islington,NORTH LONDON
925000,Penthouse,913,2,Hackney,EAST LONDON
3100000,Flat / Apartment,1682,2,Belgravia,CENTRAL LONDON
1775000,House,3143,6,Chiswick,WEST LONDON
1750000,House,2230,5,Wandsworth,CENTRAL LONDON
5700000,New development,2482,3,Duchess of Bedfords Walk,CENTRAL LONDON
2950000,House,1415,3,Chelsea,CENTRAL LONDON
650000,Flat / Apartment,570,1,27 Lindsay Square,CENTRAL LONDON
299950,Flat / Apartment,274,1,Hackney Wick,EAST LONDON
6500000,House,4185,6,Regent's Park,NORTH WEST LONDON
475000,Flat / Apartment,720,2,Bethnal Green,EAST LONDON
750000,Flat / Apartment,738,2,Maida Vale,CENTRAL LONDON
2595000,Flat / Apartment,2006,3,Maida Vale,CENTRAL LONDON
3750000,New development,1545,3,Temple,CENTRAL LONDON
575000,Flat / Apartment,688,2,Haggerston,EAST LONDON
900000,New development,986,2, Longfield Avenue,WEST LONDON
495000,Flat / Apartment,626,1,73 Wapping High Street,EAST LONDON
300000,Flat / Apartment,446,1, Lewisham,SOUTH EAST LONDON
795000,House,1019,3, Chiswick,WEST LONDON
1250000,House,1606,3,Barnes,CENTRAL LONDON
1875000,Flat / Apartment,1383,3,Prince of Wales Drive,CENTRAL LONDON
700000,Flat / Apartment,898,2,Wandsworth,CENTRAL LONDON
925000,House,1357,3,Wandsworth,CENTRAL LONDON
1150000,Flat / Apartment,1816,2,Carlisle Place,CENTRAL LONDON
3995000,House,5509,5,Wimbledon,CENTRAL LONDON
3300000,House,2885,6, Chiswick,WEST LONDON
425000,Flat / Apartment,523,1, Putney,CENTRAL LONDON
350000,Flat / Apartment,512,1,Prusom Street,EAST LONDON
5500000,New development,1866,2, Kensington,CENTRAL LONDON
399000,Flat / Apartment,469,1,Malvern Road,NORTH WEST LONDON
1200000,Penthouse,1154,2,154 Lever Street,CITY OF LONDON
2850000,New development,2767,3,Barnes,CENTRAL LONDON
825000,Flat / Apartment,1055,3,Wandsworth,CENTRAL LONDON
8950000,Flat / Apartment,3701,3, 50 Shad Thames,SOUTH EAST LONDON
4750000,House,4002,5,Canonbury,NORTH LONDON
16999999,House,11733,9,Highgate,NORTH LONDON
1250000,Flat / Apartment,1332,3,Hampstead,NORTH WEST LONDON
1050000,Flat / Apartment,631,2,Marylebone,CENTRAL LONDON
850000,Flat / Apartment,1100,2,Pimlico,CENTRAL LONDON
1350000,House,1867,4,Wandsworth,CENTRAL LONDON
1825000,House,2140,4, Wandsworth,CENTRAL LONDON
2350000,House,3801,7,Wandsworth,CENTRAL LONDON
800000,Penthouse,1039,3,55 Peloton Avenue,EAST LONDON
1100000,Flat / Apartment,1152,3,Elm Tree Road,NORTH WEST LONDON
799950,House,1160,3, Putney,CENTRAL LONDON
1675000,House,1845,5,Islington,NORTH LONDON
700000,Flat / Apartment,964,2,Eaton Rise,WEST LONDON
1400000,House,2151,5,Ealing,WEST LONDON
489000,Flat / Apartment,660,2,Rotherhithe Street,SOUTH EAST LONDON
1395000,Penthouse,831,2,Hollywood Road,CENTRAL LONDON
695000,Flat / Apartment,784,2,Chiswick,WEST LONDON
500000,Flat / Apartment,822,2,18 Western Gateway,EAST LONDON
950000,Flat / Apartment,880,2, Battersea,CENTRAL LONDON
1525000,Flat / Apartment,1215,2,Thirleby Road,CENTRAL LONDON
649950,Flat / Apartment,510,1,Park Road,NORTH WEST LONDON
3495000,Penthouse,1409,3,Knightsbridge,CENTRAL LONDON
4250000,Flat / Apartment,2750,4,Little Venice,CENTRAL LONDON
450000,Flat / Apartment,386,1, Clerkenwell,CITY OF LONDON
650000,Flat / Apartment,458,2,Pimlico,CENTRAL LONDON
3850000,New development,1776,3,Fulham Road,CENTRAL LONDON
5500000,Flat / Apartment,2651,4,124 Knightsbridge,CENTRAL LONDON
1300000,Flat / Apartment,832,2,Chelsea Manor Gardens,CENTRAL LONDON
1150000,Flat / Apartment,928,2,Little Venice,CENTRAL LONDON
2950000,House,3953,4,Barnes,CENTRAL LONDON
2795000,House,2768,4,Battersea,CENTRAL LONDON
1150000,Flat / Apartment,1100,3,Richmond Way,CENTRAL LONDON
1900000,House,2090,4,Ravenscourt Park,WEST LONDON
550000,Flat / Apartment,517,1,Hammersmith,WEST LONDON
1550000,House,1777,4,Wandsworth,CENTRAL LONDON
1000000,Flat / Apartment,902,1, Shoreditch,NORTH LONDON
2500000,New development,3682,5,Blackheath,SOUTH EAST LONDON
650000,Flat / Apartment,797,2,45 East Hill,CENTRAL LONDON
1950000,Flat / Apartment,1883,3,Hampstead,NORTH WEST LONDON
2750000,Flat / Apartment,1821,4,Old Brompton Road,CENTRAL LONDON
2800000,House,2682,5,Fulham,CENTRAL LONDON
7000000,House,6388,8,East Sheen,CENTRAL LONDON
395000,Flat / Apartment,553,1,Greenwich,SOUTH EAST LONDON
685000,Flat / Apartment,661,2,Maida Vale,CENTRAL LONDON
795000,Flat / Apartment,986,2,21 Ravenscourt Gardens,WEST LONDON
600000,Flat / Apartment,570,2,14 Lanark Road,CENTRAL LONDON
775000,Flat / Apartment,832,3,Knighten Street,EAST LONDON
1175000,Flat / Apartment,880,2,3 Wood Crescent,CENTRAL LONDON
3000000,Flat / Apartment,1901,4,Primrose Hill,NORTH WEST LONDON
975000,Flat / Apartment,787,2,Maida Vale,CENTRAL LONDON
2650000,Penthouse,2402,5,Highgate,NORTH LONDON
575000,Flat / Apartment,793,3, Barnes,CENTRAL LONDON
4400000,House,2087,4,Belgravia,CENTRAL LONDON
1100000,Flat / Apartment,908,2,Hampstead,NORTH WEST LONDON
1495000,Flat / Apartment,971,2,The Little Boltons,CENTRAL LONDON
3250000,House,3203,5,Barnes,CENTRAL LONDON
599950,Flat / Apartment,680,2,Edgeley Road,SOUTH WEST LONDON
940000,Flat / Apartment,1155,2,Putney,CENTRAL LONDON
399950,Flat / Apartment,305,1,Wimbledon,CENTRAL LONDON
365000,Flat / Apartment,415,1,60 Fairfield Road,EAST LONDON
750000,Flat / Apartment,892,2,Maida Vale,CENTRAL LONDON
1850000,House,2247,5,Wandsworth,CENTRAL LONDON
1000000,Flat / Apartment,892,2,Primrose Hill,NORTH WEST LONDON
2250000,Flat / Apartment,1945,3, Battesea,CENTRAL LONDON
3750000,House,4847,6,Camden,NORTH WEST LONDON
750000,Flat / Apartment,880,2,Lower Holloway,NORTH LONDON
500000,Flat / Apartment,680,2, Battersea,CENTRAL LONDON
1600000,Flat / Apartment,1282,2, Chelsea Harbour,CENTRAL LONDON
700000,Flat / Apartment,836,2,Clerkenwell,CITY OF LONDON
780000,Flat / Apartment,767,2,Maida Vale,CENTRAL LONDON
2750000,House,1782,4,Belgravia,CENTRAL LONDON
1699000,House,1993,5,Fulham,CENTRAL LONDON
800000,Flat / Apartment,945,3, St. John's Wood,NORTH WEST LONDON
1250000,Flat / Apartment,1203,2, Canary Wharf,EAST LONDON
1250000,House,2804,5,Hanwell,WEST LONDON
2750000,House,2605,6, Fulham,CENTRAL LONDON
745000,Flat / Apartment,703,2,Fitzrovia,CENTRAL LONDON
525000,Flat / Apartment,654,2, Putney,CENTRAL LONDON
1150000,Flat / Apartment,882,2,257 City Road,CITY OF LONDON
1050000,New development,612,1,Primrose Hill,NORTH WEST LONDON
2900000,Penthouse,1455,2,Marylebone,CENTRAL LONDON
11950000,House,7226,5,Marylebone,CENTRAL LONDON
2800000,House,2959,5, Chiswick,WEST LONDON
1400000,Flat / Apartment,732,2,South Kensington,CENTRAL LONDON
725000,Flat / Apartment,1242,2,Barnes,CENTRAL LONDON
850000,Flat / Apartment,838,2,Prince of Wales Drive,CENTRAL LONDON
255000,Flat / Apartment,440,1,De Beauvoir,NORTH LONDON
1500000,New development,843,1,Soho,CENTRAL LONDON
5950000,Penthouse,1993,3,4 De Vere Gardens,CENTRAL LONDON
550000,Flat / Apartment,893,2,54 Crowder Street,EAST LONDON
500000,Flat / Apartment,418,1,Kentish Town,NORTH WEST LONDON
2950000,House,3601,6,Wimbledon,SOUTH WEST LONDON
1135000,House,1675,4, Wandsworth,CENTRAL LONDON
1799500,House,2761,6,Holloway,NORTH LONDON
650000,Flat / Apartment,1018,2,Hackney,EAST LONDON
2350000,House,2835,4,Hampstead Garden Suburb,NORTH WEST LONDON
1900000,Flat / Apartment,1963,4, Limehouse,EAST LONDON
1950000,House,1907,5,Barnes,CENTRAL LONDON
4950000,New development,2011,2,Duchess of Bedfords Walk,CENTRAL LONDON
3995000,House,3480,3,Hampstead,NORTH WEST LONDON
6975000,Flat / Apartment,2583,3,St John's Wood,NORTH WEST LONDON
2250000,House,1269,2,Marylebone,CENTRAL LONDON
2595000,House,3100,5,Barnes,CENTRAL LONDON
650000,Flat / Apartment,767,2, Islington,NORTH LONDON
685000,Flat / Apartment,783,3, Barnes,CENTRAL LONDON
600000,Flat / Apartment,1026,3,Bethnal Green,EAST LONDON
515000,Flat / Apartment,518,1,Hackney,EAST LONDON
699950,Flat / Apartment,743,2,18A Varden Street,EAST LONDON
750000,Flat / Apartment,1072,4,Queen Caroline Street,WEST LONDON
599950,Flat / Apartment,657,2,Battersea,CENTRAL LONDON
1050000,New development,1075,3, Canary Wharf,EAST LONDON
575000,Flat / Apartment,810,2, Newham,EAST LONDON
500000,Flat / Apartment,536,1,Alexandra Avenue,CENTRAL LONDON
795000,Flat / Apartment,753,2,Duke of Wellington Avenue,SOUTH EAST LONDON
550000,Flat / Apartment,574,2,Coborn Street,EAST LONDON
1235000,Flat / Apartment,960,2,4 Wood Crescent,CENTRAL LONDON
2595000,Flat / Apartment,1452,3,Marylebone,CENTRAL LONDON
900000,House,1467,3,Bollo Bridge Road,WEST LONDON
2700000,Flat / Apartment,1665,3,33 Prince Albert Road,NORTH WEST LONDON
650000,Flat / Apartment,798,3, Brick Lane,EAST LONDON
550000,New development,728,2,Highbury,NORTH LONDON
1150000,House,1398,3,Hackney,EAST LONDON
595000,Flat / Apartment,702,2,Chiswick,WEST LONDON
4850000,House,5613,5,Hampstead,NORTH WEST LONDON
3195000,House,4923,6,Putney,CENTRAL LONDON
795000,New development,925,2,Fortune Green,NORTH WEST LONDON
625000,Flat / Apartment,537,2,Fulham,CENTRAL LONDON
575000,New development,800,2, West Ealing,CENTRAL LONDON
425000,Flat / Apartment,590,2,Balham High Road,CENTRAL LONDON
1600000,Flat / Apartment,1763,4,Fulham,CENTRAL LONDON
4500000,House,3908,6,Barnes,CENTRAL LONDON
1200000,Flat / Apartment,1083,2,Montaigne Close,CENTRAL LONDON
2495000,Flat / Apartment,1753,3,Ennismore Gardens,CENTRAL LONDON
1275000,House,1750,4,Battersea,CENTRAL LONDON
1500000,Flat / Apartment,798,2, St. James's,CENTRAL LONDON
600000,Flat / Apartment,630,2,Maida Vale,CENTRAL LONDON
575000,House,971,3,Raynes Park,SOUTH WEST LONDON
925000,Flat / Apartment,893,2,Clapham,SOUTH WEST LONDON
1300000,House,1347,3,Chiswick,WEST LONDON
1100000,Flat / Apartment,2043,4,Putney,CENTRAL LONDON
1450000,Flat / Apartment,961,2,Holland Villas Road,CENTRAL LONDON
550000,Flat / Apartment,797,2,Great West Road,WEST LONDON
1375000,House,1360,3,Putney,CENTRAL LONDON
440000,Flat / Apartment,847,2,10 Frobisher Yard,EAST LONDON
3500000,Flat / Apartment,1956,3,Marylebone,CENTRAL LONDON
475000,Flat / Apartment,895,2, Bow,EAST LONDON
825000,Flat / Apartment,1312,3,Brondesbury,NORTH WEST LONDON
3500000,House,2956,5,Primrose Hill,NORTH WEST LONDON
625000,Flat / Apartment,928,2, Stratford,EAST LONDON
1295000,New development,1487,2,63 Mortlake High Street,CENTRAL LONDON
2950000,House,2995,5,Putney,CENTRAL LONDON
899995,Flat / Apartment,834,2,Notting Hill,CENTRAL LONDON
1300000,House,1907,4,Hackney,EAST LONDON
1495000,House,1020,2,Belsize Park,NORTH WEST LONDON
795000,Flat / Apartment,922,2,Barnes,CENTRAL LONDON
1450000,House,2106,4,Chiswick,WEST LONDON
765000,Flat / Apartment,993,2,Wandsworth,CENTRAL LONDON
825000,Flat / Apartment,616,1,East Smithfield,EAST LONDON
1575000,House,1703,4, Fulham,CENTRAL LONDON
875000,Flat / Apartment,943,2,Hampstead,NORTH WEST LONDON
2850000,House,2833,5,Chiswick,WEST LONDON
3500000,House,3775,7,Bedford Park,WEST LONDON
2100000,House,2139,5,Chiswick,WEST LONDON
3750000,Flat / Apartment,2315,4, St John's Wood,NORTH WEST LONDON
2450000,Flat / Apartment,1289,2,Little Venice,CENTRAL LONDON
498000,Flat / Apartment,554,1, Canary Wharf,EAST LONDON
590000,Flat / Apartment,795,2,33 Eltringham Street,CENTRAL LONDON
850000,Flat / Apartment,975,3, Battersea,CENTRAL LONDON
1025000,Flat / Apartment,1070,3, Marylebone,NORTH WEST LONDON
520000,Flat / Apartment,411,1,Marylebone,NORTH WEST LONDON
1950000,House,2158,3,Putney,CENTRAL LONDON
8950000,New development,2956,3,10 Whitehall Place,CENTRAL LONDON
1295000,House,1364,3,Hackney,EAST LONDON
410000,Flat / Apartment,547,1,Blackheath,SOUTH EAST LONDON
625000,Flat / Apartment,541,1,10-12 Lawn Lane,SOUTH WEST LONDON
595000,Flat / Apartment,735,2,1 Spectrum Way,CENTRAL LONDON
2650000,New development,1191,2,Stone Hall Gardens,CENTRAL LONDON
2500000,House,2882,6,Wandsworth,CENTRAL LONDON
950000,House,1661,4,Battersea,SOUTH WEST LONDON
1225000,Flat / Apartment,2056,3, Putney,CENTRAL LONDON
1795000,Flat / Apartment,1118,2,Notting Hill,CENTRAL LONDON
2295000,House,2899,4,Putney,CENTRAL LONDON
5000000,Flat / Apartment,2248,4,Campden Hill Road,CENTRAL LONDON
2895000,House,3414,6,Putney,CENTRAL LONDON
3000000,House,4088,6,Ealing,WEST LONDON
3950000,New development,4438,5,Wimbledon,CENTRAL LONDON
965000,Flat / Apartment,925,2,Pimlico,CENTRAL LONDON
2000000,House,2127,4,Barnes,CENTRAL LONDON
3450000,New development,3802,5,Wimbledon,CENTRAL LONDON
5650000,House,2753,4,Belgravia,CENTRAL LONDON
2820000,New development,3900,5,Blackheath,SOUTH EAST LONDON
2250000,House,2835,5,Wimbledon,CENTRAL LONDON
1450000,House,1667,4,South Hackney,EAST LONDON
1850000,Penthouse,1836,2, Spitalfields,EAST LONDON
3000000,House,3325,7,Bloomsbury,CENTRAL LONDON
1350000,Penthouse,1117,2,Clerkenwell,CITY OF LONDON
625000,Flat / Apartment,636,1,Clerkenwell,CITY OF LONDON
1650000,House,1576,4,Fulham,CENTRAL LONDON
450000,Flat / Apartment,500,1,Camden,NORTH WEST LONDON
850000,Flat / Apartment,848,2,Clerkenwell,CITY OF LONDON
3950000,House,2803,5,St. John's Wood,NORTH WEST LONDON
1195000,Flat / Apartment,678,1, Marylebone,CENTRAL LONDON
650000,Flat / Apartment,1077,2,Wandsworth,CENTRAL LONDON
3000000,House,3027,5, Parsons Green,CENTRAL LONDON
550000,Flat / Apartment,960,2, Bow,EAST LONDON
1000000,Flat / Apartment,659,1,67 Lower Sloane Street,CENTRAL LONDON
9950000,House,4876,6,Regent's Park,NORTH WEST LONDON
1500000,House,2123,5,Wandsworth,CENTRAL LONDON
525000,Flat / Apartment,565,1,Camden,NORTH WEST LONDON
2100000,Flat / Apartment,1367,3, Kensington,CENTRAL LONDON
800000,Flat / Apartment,1044,2,Wandsworth,CENTRAL LONDON
885000,Flat / Apartment,1113,3, Putney,CENTRAL LONDON
2395000,House,2881,5,Putney,CENTRAL LONDON
1680000,Flat / Apartment,1502,3, Paddington,CENTRAL LONDON
2000000,House,2178,4,Chiswick,WEST LONDON
1175000,House,1752,3,Chiswick,WEST LONDON
2350000,House,2720,6,Fulham,CENTRAL LONDON
1550000,Flat / Apartment,1227,2,Notting Hill,CENTRAL LONDON
2500000,House,2314,4, Fulham,CENTRAL LONDON
695000,Flat / Apartment,871,2,Highbury Stadium Square,NORTH LONDON
2550000,House,2665,5,Wandsworth,CENTRAL LONDON
565000,Flat / Apartment,711,2, Battersea,CENTRAL LONDON
2500000,Flat / Apartment,1950,3,50 Holland Street,SOUTH EAST LONDON
885000,Flat / Apartment,920,2,Wandsworth,CENTRAL LONDON
399950,New development,362,1,Putney,CENTRAL LONDON
895000,Flat / Apartment,1013,2, Primrose Hill,NORTH WEST LONDON
1160000,New development,861,2,101 Wood Lane,CENTRAL LONDON
2500000,Flat / Apartment,1227,2, St John's Wood,NORTH WEST LONDON
2500000,House,3613,7,Highgate,NORTH LONDON
1175000,House,1601,4,Wimbledon,CENTRAL LONDON
360000,Flat / Apartment,630,2,South Hackney,EAST LONDON
670000,Flat / Apartment,920,2, Putney,CENTRAL LONDON
1250000,House,1828,4,Fulham,CENTRAL LONDON
350000,Flat / Apartment,422,1,Monks Drive,WEST LONDON
4250000,House,1978,4,Knightsbridge,CENTRAL LONDON
405000,Flat / Apartment,376,1,South Hackney,EAST LONDON
1695000,House,2160,4,Islington,NORTH LONDON
850000,Flat / Apartment,770,2,Islington,NORTH LONDON
1295000,Flat / Apartment,924,2,101 Wood Lane,CENTRAL LONDON
2750000,Flat / Apartment,1765,3,Hammersmith,WEST LONDON
2750000,Flat / Apartment,1539,3, Vauxhall,SOUTH WEST LONDON
599950,Flat / Apartment,495,1,Clerkenwell,CITY OF LONDON
1100000,Flat / Apartment,1461,3,1 School Mews,EAST LONDON
4750000,House,2890,5,Belsize Park,NORTH WEST LONDON
2500000,House,3053,5,Barnes,CENTRAL LONDON
1250000,Flat / Apartment,1281,2,1 Brasenose Drive,CENTRAL LONDON
1650000,New development,1887,2,63 Mortlake High Street,CENTRAL LONDON
6250000,House,3215,5,Chelsea,CENTRAL LONDON
5295000,Penthouse,2807,4, St John's Wood,NORTH WEST LONDON
699950,Flat / Apartment,1087,3,9 The Downs,SOUTH WEST LONDON
3100000,House,2885,6, Fulham,CENTRAL LONDON
700000,Flat / Apartment,990,2, Battersea,CENTRAL LONDON
1600000,Flat / Apartment,1078,2, Westminster,CENTRAL LONDON
625000,House,899,2,Putney,CENTRAL LONDON
1895000,House,1975,5,Swiss Cottage,NORTH WEST LONDON
485000,Flat / Apartment,454,1,Notting Hill,CENTRAL LONDON
2150000,House,2887,6,Ealing,WEST LONDON
565000,Flat / Apartment,895,2, Greenwich,SOUTH EAST LONDON
1850000,New development,1978,3,63 Mortlake High Street,CENTRAL LONDON
1275000,House,1766,4,Wandsworth,CENTRAL LONDON
1050000,New development,546,1,Primrose Hill,NORTH WEST LONDON
6950000,New development,4295,5,Hampstead,NORTH WEST LONDON
995000,Flat / Apartment,1115,2, Battersea,CENTRAL LONDON
1150000,Flat / Apartment,1346,3,Highgate,NORTH LONDON
2200000,Penthouse,1715,2,63 Mortlake High Street,CENTRAL LONDON
1800000,Penthouse,1490,2,63 Mortlake High Street,CENTRAL LONDON
925000,New development,1033,3, Maida Vale,CENTRAL LONDON
1800000,Flat / Apartment,1441,3,Little Venice,CENTRAL LONDON
1000000,Flat / Apartment,923,2,Islington,NORTH LONDON
835000,Flat / Apartment,744,2,11 Brewhouse Yard,CITY OF LONDON
1900000,Flat / Apartment,2114,2,8 Princelet Street,EAST LONDON
540000,Flat / Apartment,615,2,Putney,CENTRAL LONDON
899950,Flat / Apartment,1025,3,70 Sancroft Street,SOUTH EAST LONDON
5950000,House,6776,8,Clapham,SOUTH WEST LONDON
460000,Flat / Apartment,767,2,Copperwood Place,SOUTH EAST LONDON
730000,Flat / Apartment,626,2,Medway Street,CENTRAL LONDON
1195000,Flat / Apartment,839,2,St. John's Wood,NORTH WEST LONDON
3200000,House,2634,5,Battersea,CENTRAL LONDON
2170000,New development,1083,3, Earls Court,CENTRAL LONDON
899995,Flat / Apartment,863,2, Old Street,CITY OF LONDON
6395000,House,2944,3,St. John's Wood,NORTH WEST LONDON
1350000,Flat / Apartment,750,2,33 Ebury Street,CENTRAL LONDON
5000000,Penthouse,4004,4, Pimlico,CENTRAL LONDON
2300000,House,2713,6,Fulham,CENTRAL LONDON
6100000,Flat / Apartment,2625,5, Marylebone,CENTRAL LONDON
950000,House,968,2,Ealing,WEST LONDON
2325000,Penthouse,1895,4,Pimlico,CENTRAL LONDON
17950000,House,14358,7,Hampstead Garden Suburb,NORTH WEST LONDON
1195000,Flat / Apartment,1039,3,Old Brompton Road,CENTRAL LONDON
2250000,House,1874,5,Chiswick,WEST LONDON
595000,Flat / Apartment,674,2, Battersea,CENTRAL LONDON
800000,Flat / Apartment,907,2, Ealing,WEST LONDON
3500000,Flat / Apartment,2423,4, St. John's Wood,NORTH WEST LONDON
3950000,House,4188,7,Chiswick,WEST LONDON
500000,Flat / Apartment,945,4,Clapham,SOUTH WEST LONDON
950000,Flat / Apartment,870,2,Clerkenwell,CITY OF LONDON
470000,Penthouse,496,1, Shoreditch,EAST LONDON
1250000,Flat / Apartment,969,3,Primrose Hill,NORTH WEST LONDON
850000,House,1017,2,Battersea,CENTRAL LONDON
